autor,numero_episodio,titulo_episodio,cita,orden_cita,temporada
Monica,1,Mónica consigue un compañero de cuarto,¿Conoces a Pablo?,217,1
Frannie,1,Mónica consigue un compañero de cuarto,"¿Paul el chico del vino? Ah, sí, conozco a Paul.",218,1
Monica,1,Mónica consigue un compañero de cuarto,¿Quieres decir que conoces a Paul como yo conozco a Paul?,219,1
Frannie,1,Mónica consigue un compañero de cuarto,"¿Estás bromeando? Me atribuyo el mérito de Paul. Ya sabes, antes que yo, su tortuga no se mordió durante dos años.",220,1
Joey,1,Mónica consigue un compañero de cuarto,(sentado en el brazo del sofá) ¡Por supuesto que era una fila!,221,1
Monica,1,Mónica consigue un compañero de cuarto,¡¿Por qué?! ¿Por qué? ¿Por qué alguien haría algo así?,222,1
Ross,1,Mónica consigue un compañero de cuarto,"Supongo que buscamos una respuesta más sofisticada que ""llevarte a la cama"".",223,1
Monica,1,Mónica consigue un compañero de cuarto,¡Odio a los hombres! ¡Odio a los hombres!,224,1
Phoebe,1,Mónica consigue un compañero de cuarto,"Oh no, no odies, no querrás publicar eso en el universo.",225,1
Monica,1,Mónica consigue un compañero de cuarto,¿Soy yo? ¿Es como si tuviera una especie de faro que sólo los perros y los hombres con graves problemas emocionales pueden oír?,226,1
Phoebe,1,Mónica consigue un compañero de cuarto,"Muy bien, ven aquí, dame los pies. (Ella comienza a masajearlos.)",227,1
Monica,1,Mónica consigue un compañero de cuarto,"Simplemente pensé que era amable, ¿sabes?",228,1
Joey,1,Mónica consigue un compañero de cuarto,(se echa a reír de nuevo) ¡No puedo creer que no supieras que era una línea!,229,1
Rachel,1,Mónica consigue un compañero de cuarto,¿Adivina qué?,230,1
Ross,1,Mónica consigue un compañero de cuarto,¿Tienes trabajo?,231,1
Rachel,1,Mónica consigue un compañero de cuarto,¿Estás bromeando? ¡Estoy entrenado para nada! Hoy se rieron de mí en doce entrevistas.,232,1
Chandler,1,Mónica consigue un compañero de cuarto,"Y, sin embargo, eres sorprendentemente optimista.",233,1
Rachel,1,Mónica consigue un compañero de cuarto,"¡Tú también lo estarías si encontraras botas John and David en oferta, con un cincuenta por ciento de descuento!",234,1
Chandler,1,Mónica consigue un compañero de cuarto,"Oh, qué bien me conoces...",235,1
Rachel,1,Mónica consigue un compañero de cuarto,"Son mis nuevas botas '¡No necesito un trabajo, no necesito a mis padres, tengo botas geniales!'",236,1
Monica,1,Mónica consigue un compañero de cuarto,¿Cómo pagaste por ellos?,237,1
Rachel,1,Mónica consigue un compañero de cuarto,Tarjeta de crédito.,238,1
Monica,1,Mónica consigue un compañero de cuarto,¿Y quién paga por eso?,239,1
Rachel,1,Mónica consigue un compañero de cuarto,Um... mi... padre.,240,1
Rachel,1,Mónica consigue un compañero de cuarto,"Oh Dios, vamos chicos, ¿es esto realmente necesario? Quiero decir, puedo dejar de cargar cuando quiera.",241,1
Monica,1,Mónica consigue un compañero de cuarto,"Vamos, no puedes vivir de tus padres toda tu vida.",242,1
Rachel,1,Mónica consigue un compañero de cuarto,Yo sé eso. Por eso me iba a casar.,243,1
Phoebe,1,Mónica consigue un compañero de cuarto,"Dale un respiro, es difícil estar solo por primera vez.",244,1
Rachel,1,Mónica consigue un compañero de cuarto,Gracias.,245,1
Phoebe,1,Mónica consigue un compañero de cuarto,"De nada. Recuerdo cuando llegué por primera vez a esta ciudad. Yo tenía catorce años. Mi mamá acababa de suicidarse y mi padrastro estaba nuevamente en prisión, y yo llegué aquí y no conocía a nadie. Y terminé viviendo con un tipo albino que estaba limpiando parabrisas afuera de la autoridad portuaria, y luego se suicidó, y luego encontré la aromaterapia. Créeme, sé exactamente cómo te sientes.",246,1
Ross,1,Mónica consigue un compañero de cuarto,La palabra que estás buscando es 'De todos modos'...,247,1
Monica,1,Mónica consigue un compañero de cuarto,"Muy bien, ¿estás listo?",248,1
Rachel,1,Mónica consigue un compañero de cuarto,"No. No, no, ¡no estoy listo! ¿Cómo puedo estar listo? ""¡Oye, Rach! ¿Estás lista para saltar del avión sin tu paracaídas?"" ¡Vamos, no puedo hacer esto!",249,1
Monica,1,Mónica consigue un compañero de cuarto,"¡Puedes, sé que puedes!",250,1
Rachel,1,Mónica consigue un compañero de cuarto,No me parece.,251,1
Ross,1,Mónica consigue un compañero de cuarto,"¡Vamos, hiciste café! ¡Puedes hacer cualquier cosa! (Chandler lentamente intenta esconder la planta ahora muerta de esa mañana cuando él y Joey vertieron su café en ella.)",252,1
Ross,1,Mónica consigue un compañero de cuarto,"Vamos, corta. Cortar, cortar, cortar,...",253,1
All,1,Mónica consigue un compañero de cuarto,"Corta, corta, corta, corta, corta, corta, corta... (Corta a uno de ellos y ellos aplauden.)",254,1
Rachel,1,Mónica consigue un compañero de cuarto,¿Sabes qué? Creo que podemos dejarlo así. Es como un gesto simbólico...,255,1
Monica,1,Mónica consigue un compañero de cuarto,¡Raquel! ¡Esa era una tarjeta de biblioteca!,256,1
All,1,Mónica consigue un compañero de cuarto,"Cortar, cortar, cortar, cortar, cortar, cortar, cortar..",257,1
Chandler,1,Mónica consigue un compañero de cuarto,"(mientras Rachel corta sus tarjetas) Ya sabes, si escuchas atentamente, puedes oír gritar a miles de minoristas.",258,1
Monica,1,Mónica consigue un compañero de cuarto,¡Bienvenido al mundo real! Apesta. ¡Te va a encantar!,259,1
Monica,1,Mónica consigue un compañero de cuarto,"Bueno, eso es todo (A Ross) ¿Te vas a quedar tirado en el sofá?",260,1
Ross,1,Mónica consigue un compañero de cuarto,"No. No, tengo que irme a casa algún día.",261,1
Monica,1,Mónica consigue un compañero de cuarto,¿Estás bien?,262,1
Ross,1,Mónica consigue un compañero de cuarto,Sí.,263,1
Rachel,1,Mónica consigue un compañero de cuarto,"Hola Mon, mira lo que acabo de encontrar en el suelo. (Mónica sonríe.) ¿Qué?",264,1
Monica,1,Mónica consigue un compañero de cuarto,Ese es el reloj de Paul. Simplemente lo devuelves donde lo encontraste. Oh chico. Está bien. Buenas noches a todos.,265,1
Ross y Raquel,1,Mónica consigue un compañero de cuarto,Buenas noches.,266,1
Ross,1,Mónica consigue un compañero de cuarto,"Mmm. (Ambos toman la última galleta) Oh, no-",267,1
Rachel,1,Mónica consigue un compañero de cuarto,Lo siento-,268,1
Ross,1,Mónica consigue un compañero de cuarto,"No no no, ve-",269,1
Rachel,1,Mónica consigue un compañero de cuarto,"No, lo tienes, de verdad, no lo quiero-",270,1
Ross,1,Mónica consigue un compañero de cuarto,¿Dividirlo?,271,1
Rachel,1,Mónica consigue un compañero de cuarto,Bueno.,272,1
Ross,1,Mónica consigue un compañero de cuarto,"Bueno. (Lo dividieron.) Sabes que probablemente no sabías esto, pero en la escuela secundaria, estaba, um, muy enamorado de ti.",273,1
Rachel,1,Mónica consigue un compañero de cuarto,Lo sabía.,274,1
Ross,1,Mónica consigue un compañero de cuarto,¡Lo hiciste! Oh... Siempre pensé que pensabas que yo era el hermano mayor geek de Mónica.,275,1
Rachel,1,Mónica consigue un compañero de cuarto,Hola.,276,1
Ross,1,Mónica consigue un compañero de cuarto,"Oh. Escucha, ¿crees, y trata de no permitir que mi intensa vulnerabilidad se convierta en algún tipo de factor aquí, pero crees que estaría bien si te invitara a salir? ¿A veces? ¿Tal vez?",277,1
Rachel,1,Mónica consigue un compañero de cuarto,"Sí, tal vez...",278,1
Ross,1,Mónica consigue un compañero de cuarto,"Está bien... está bien, tal vez lo haga...",279,1
Rachel,1,Mónica consigue un compañero de cuarto,Buenas noches.,280,1
Ross,1,Mónica consigue un compañero de cuarto,Buenas noches.,281,1
Monica,1,Mónica consigue un compañero de cuarto,"Nos vemos... Espera, espera, ¿qué te pasa?",282,1
Ross,1,Mónica consigue un compañero de cuarto,Solo tomé una cuchara. (Ross sale y Monica no tiene idea de lo que eso significa.),283,1
Joey,1,Mónica consigue un compañero de cuarto,No puedo creer lo que estoy escuchando aquí.,285,1
Phoebe,1,Mónica consigue un compañero de cuarto,(canta) No puedo creer lo que estoy escuchando aquí...,286,1
Monica,1,Mónica consigue un compañero de cuarto,¿Qué? D-dije que tenías un-,287,1
Phoebe,1,Mónica consigue un compañero de cuarto,(canta) Lo que dije que tenías...,288,1
Monica,1,Mónica consigue un compañero de cuarto,(a Phoebe) ¿Quieres parar?,289,1
Phoebe,1,Mónica consigue un compañero de cuarto,"Oh, ¿lo estaba haciendo de nuevo?",290,1
All,1,Mónica consigue un compañero de cuarto,¡Sí!,291,1
Monica,1,Mónica consigue un compañero de cuarto,"Dije que tenías un bonito trasero, pero no es un gran trasero.",292,1
Joey,1,Mónica consigue un compañero de cuarto,"Oh, no reconocerías un gran trasero si apareciera y te mordiera.",293,1
Ross,1,Mónica consigue un compañero de cuarto,Hay una imagen.,294,1
Rachel,1,Mónica consigue un compañero de cuarto,(se acerca con una taza de café) ¿Alguien quiere más café?,295,1
Chandler,1,Mónica consigue un compañero de cuarto,¿Lo hiciste tú o simplemente lo estás sirviendo?,296,1
Rachel,1,Mónica consigue un compañero de cuarto,Sólo lo estoy sirviendo.,297,1
All,1,Mónica consigue un compañero de cuarto,"Sí. Sí, tomaré una taza de café.",298,1
Chandler,1,Mónica consigue un compañero de cuarto,"Niños, nuevo sueño... Estoy en Las Vegas. (Rachel se sienta para escuchar el sueño de Chandler.)",299,1
Cliente,1,Mónica consigue un compañero de cuarto,"(A Rachel) ¿Ahh, señorita? ¿Más café?",300,1
Rachel,1,Mónica consigue un compañero de cuarto,"Puaj. (A otro cliente que se va.) Disculpe, ¿podría darle esto a ese tipo de allí? (Le entrega la cafetera.) Adelante. (Lo hace.) Gracias. (A la pandilla.) Lo siento. Bueno, Las Vegas.",301,1
Chandler,1,Mónica consigue un compañero de cuarto,"Bien, entonces estoy en Las Vegas... Soy Liza Minelli.",302,1
Monica,2,La ecografía al final,Lo que no entendéis es que para nosotros besar es tan importante como cualquier otra parte.,0,1
Joey,2,La ecografía al final,"¡Sí, claro!... ¿Hablas en serio?",1,1
Phoebe,2,La ecografía al final,¡Oh sí!,2,1
Rachel,2,La ecografía al final,Todo lo que necesitas saber está en ese primer beso.,3,1
Monica,2,La ecografía al final,Absolutamente.,4,1
Chandler,2,La ecografía al final,"Sí, creo que para nosotros besar es como un acto de apertura, ¿sabes? Quiero decir, es como el comediante al que tienes que sentarte antes de que salga Pink Floyd.",5,1
Ross,2,La ecografía al final,"Sí, y no es que no nos guste el comediante, es que... no compramos la entrada por eso.",6,1
Chandler,2,La ecografía al final,"El problema es que, después de terminar el concierto, no importa lo bueno que haya sido el espectáculo, ustedes siempre están buscando al comediante otra vez, ¿sabes? Quiero decir, estamos en el auto, luchando contra el tráfico... básicamente tratando de mantenernos despiertos.",7,1
Rachel,2,La ecografía al final,"Sí, bueno, un consejo: trae de vuelta al comediante. De lo contrario, la próxima vez te encontrarás sentado en casa, escuchando ese álbum solo.",8,1
Joey,2,La ecografía al final,(pausa)....¿Seguimos hablando de sexo?,9,1
Ross,2,La ecografía al final,"No, está bien, está bien, es que- mm- ¿no parece un poco enojada?",11,1
Marsha,2,La ecografía al final,"Bueno, ella tiene problemas.",12,1
Ross,2,La ecografía al final,¿Ella?,13,1
Marsha,2,La ecografía al final,"¡Él está golpeando a otras mujeres en la cabeza con un garrote, mientras ella se sienta en casa tratando de quitar el olor a mastodonte de la alfombra!",14,1
Ross,2,La ecografía al final,"Marsha, estos son habitantes de las cavernas. ¿Bueno? Tienen problemas como 'Vaya, ese glaciar se está acercando un poco'. ¿Ver?",15,1
Marsha,2,La ecografía al final,"Hablando de temas, ¿no es esa tu ex esposa?",16,1
Ross,2,La ecografía al final,(tratando de ignorarla) No. No.,17,1
Marsha,2,La ecografía al final,"Sí, lo es. ¡Villancico! ¡Hola!",18,1
Ross,2,La ecografía al final,"Vale, vale, sí, lo es. (saluda) ¿Qué tal si te alcanzo en la Edad del Hielo?",19,1
Ross,2,La ecografía al final,Hola.,20,1
Carol,2,La ecografía al final,Entonces.,21,1
Ross,2,La ecografía al final,Te ves genial. Yo... odio eso.,22,1
Carol,2,La ecografía al final,Lo siento. Tú también te ves bien.,23,1
Ross,2,La ecografía al final,"Ah, bueno, aquí, cualquiera que... se mantenga erguido... Entonces, ¿qué hay de nuevo? Aún así, eh...",24,1
Carol,2,La ecografía al final,¿Una lesbiana?,25,1
Ross,2,La ecografía al final,"Bueno... nunca se sabe. ¿Cómo está, um... cómo está la familia?",26,1
Carol,2,La ecografía al final,"Marty todavía está totalmente paranoico. Ah, y, uh-",27,1
Ross,2,La ecografía al final,"¿Por qué estás aquí, Carol?",28,1
Carol,2,La ecografía al final,Estoy embarazada.,29,1
Ross,2,La ecografía al final,¡¿Embarazada?!,30,1
Chandler,2,La ecografía al final,"Oh, creo que este es el episodio de Three's Company donde hay algún tipo de malentendido.",31,1
Phoebe,2,La ecografía al final,...¡Entonces ya he visto este! (Apaga la televisión.),32,1
Monica,2,La ecografía al final,(tomando un trago de Joey) ¿Terminaste con eso?,33,1
Joey,2,La ecografía al final,"Sí, lo siento, tragar me hizo más lento.",34,1
Monica,2,La ecografía al final,¿De quién es esta bolita de papel?,35,1
Chandler,2,La ecografía al final,"Oh, uh, ese sería mío. Mira, me escribí una nota y luego me di cuenta de que no la necesitaba, así que la hice una bola y... (ve que Mónica lo mira fijamente) ...ahora desearía estar muerta.",36,1
Phoebe,2,La ecografía al final,"Ella ya acomodó esa almohada... Mónica, ya sabes, tú ya acomodaste esa- (Mónica la mira fijamente) -¡pero está bien!",37,1
Monica,2,La ecografía al final,"Miren, lo siento muchachos, pero no quiero darles más municiones de las que ya tienen.",38,1
Chandler,2,La ecografía al final,"Sí, y todos sabemos lo cruel que puede ser un padre con la planitud de la almohada de un niño.",39,1
Phoebe,2,La ecografía al final,"monica- hola! Mónica, me estás asustando. Quiero decir, eres como, eres todo caótico y retorcido. Y no, no en el buen sentido.",40,1
Joey,2,La ecografía al final,"Sí, cálmate. No ves a Ross poniéndose caótico y retorcido cada vez que vienen.",41,1
Monica,2,La ecografía al final,"Eso es porque en lo que respecta a mis padres, Ross no puede equivocarse. Verás, él es el Príncipe. Al parecer tuvieron una gran ceremonia antes de que yo naciera.",42,1
Chandler,2,La ecografía al final,"(mirando por la ventana) ¡Ew, ew, ew, ew ew ew ew ew!",43,1
Monica,2,La ecografía al final,¿Qué?,44,1
Chandler,2,La ecografía al final,¡El tipo feo y desnudo consiguió un Thighmaster!,45,1
All,2,La ecografía al final,¡Eaaaaa!,46,1
Rachel,2,La ecografía al final,¿Alguien ha visto mi anillo de compromiso?,47,1
Phoebe,2,La ecografía al final,"Sí, es hermoso.",48,1
Rachel,2,La ecografía al final,"Oh Dios, oh Dios, oh Dios oh Dios oh Dios oh Dios.... (Empieza a mirar debajo de los cojines del sofá.)",49,1
Phoebe,2,La ecografía al final,"¡No, mira, no toques eso!",50,1
Rachel,2,La ecografía al final,"Oh, como si no temiera lo suficiente el mañana, tener que devolvérselo... '¡Hola Barry! ¿Acuérdate de mí? ¡Soy la chica del velo que pisoteó tu corazón delante de toda tu familia!' Oh Dios y ahora voy a tener que devolver el anillo, sin el anillo, lo que lo hace mucho más difícil...",51,1
Monica,2,La ecografía al final,"Tranquilo Rach, lo encontraremos. (A todos) ¿No lo haremos?",52,1
Chandler y Joey,2,La ecografía al final,¡Oh! ¡Sí!,53,1
Joey,2,La ecografía al final,"Muy bien, ¿cuándo lo pusiste por última vez?",54,1
Phoebe,2,La ecografía al final,¡Doy! ¡Probablemente justo antes de que perdiera el control!,55,1
Chandler,2,La ecografía al final,No hay muchos 'doy' estos días...,56,1
Rachel,2,La ecografía al final,Sé que lo comí esta mañana y sé que lo comí cuando estaba en la cocina con...,57,1
Chandler,2,La ecografía al final,...¿Dina?,58,1
Rachel,2,La ecografía al final,"(mira la lasaña y se da cuenta de algo) Ohhhhh, no te enojes...",59,1
Monica,2,La ecografía al final,No lo hiciste.,60,1
Rachel,2,La ecografía al final,"Oh, lo siento...",61,1
Monica,2,La ecografía al final,¡Te di un trabajo! (Empieza a examinar la lasaña a través del fondo del recipiente de cristal.),62,1
Rachel,2,La ecografía al final,"¡Ah, pero mira qué rectos están esos fideos!",63,1
