text,speaker,season,episode_number,scene,utterance
¿Dividirlo?,Ross Geller,1,1,14,35
Bueno.,Rachel Green,1,1,14,36
"Bueno. Sabes que probablemente no sabías esto, pero en la escuela secundaria, estaba muy enamorado de ti.",Ross Geller,1,1,14,37
Lo sabía.,Rachel Green,1,1,14,38
¡Lo hiciste! Oh... Siempre pensé que pensabas que yo era el hermano mayor geek de Mónica.,Ross Geller,1,1,14,39
Hice.,Rachel Green,1,1,14,40
"Oh. Escucha, ¿crees, y trata de no permitir que mi intensa vulnerabilidad se convierta en algún tipo de factor aquí, pero crees que estaría bien si te invitara a salir? ¿A veces? ¿Tal vez?",Ross Geller,1,1,14,41
"Sí, tal vez...",Rachel Green,1,1,14,42
"Está bien... está bien, tal vez lo haga...",Ross Geller,1,1,14,43
Buenas noches.,Rachel Green,1,1,14,44
Buenas noches.,Ross Geller,1,1,14,45
(Rachel entra a su habitación y Mónica entra a la sala mientras Ross se va.),Scene Directions,1,1,14,46
"Nos vemos... Espera, espera, ¿qué te pasa?",Monica Geller,1,1,14,47
Solo tomé una cuchara.,Ross Geller,1,1,14,48
No puedo creer lo que estoy escuchando aquí.,Joey Tribbiani,1,1,15,1
No puedo creer lo que estoy escuchando aquí...,Phoebe Buffay,1,1,15,2
¿Qué? D-dije que tenías un-,Monica Geller,1,1,15,3
Lo que dije que tenías...,Phoebe Buffay,1,1,15,4
¿Pararías?,Monica Geller,1,1,15,5
"Oh, ¿lo estaba haciendo de nuevo?",Phoebe Buffay,1,1,15,6
¡Sí!,#ALL#,1,1,15,7
"Dije que tenías un bonito trasero, pero no es un gran trasero.",Monica Geller,1,1,15,8
"Oh, no reconocerías un gran trasero si apareciera y te mordiera.",Joey Tribbiani,1,1,15,9
Hay una imagen.,Ross Geller,1,1,15,10
¿Alguien quiere más café?,Rachel Green,1,1,15,11
¿Lo hiciste tú o simplemente lo estás sirviendo?,Chandler Bing,1,1,15,12
Sólo lo estoy sirviendo.,Rachel Green,1,1,15,13
"Sí. Sí, tomaré una taza de café.",#ALL#,1,1,15,14
"Niños, nuevo sueño... Estoy en Las Vegas.",Chandler Bing,1,1,15,15
"Ah, señorita? ¿Más café?",Customer,1,1,15,16
"Puaj. Disculpe, ¿podría darle esto a ese tipo de allí? Adelante. Gracias. Lo siento. Bueno, Las Vegas.",Rachel Green,1,1,15,17
"Bien, entonces estoy en Las Vegas... Soy Liza Minelli-",Chandler Bing,1,1,15,18
Lo que no entendéis es que para nosotros besar es tan importante como cualquier otra parte.,Monica Geller,1,2,1,1
"¡Sí, claro!... ¿Hablas en serio?",Joey Tribbiani,1,2,1,2
¡Oh sí!,Phoebe Buffay,1,2,1,3
Todo lo que necesitas saber está en ese primer beso.,Rachel Green,1,2,1,4
Absolutamente.,Monica Geller,1,2,1,5
"Sí, creo que para nosotros besar es como un acto de apertura, ¿sabes? Quiero decir, es como el comediante al que tienes que sentarte antes de que salga Pink Floyd.",Chandler Bing,1,2,1,6
"Sí, y no es que no nos guste el comediante, es que... no compramos la entrada por eso.",Ross Geller,1,2,1,7
"El problema es que, después de terminar el concierto, no importa lo bueno que haya sido el espectáculo, ustedes siempre están buscando al comediante otra vez, ¿sabes? Quiero decir, estamos en el auto, luchando contra el tráfico... básicamente tratando de mantenernos despiertos.",Chandler Bing,1,2,1,8
"Sí, bueno, un consejo: trae de vuelta al comediante. De lo contrario, la próxima vez te encontrarás sentado en casa, escuchando ese álbum solo.",Rachel Green,1,2,1,9
....¿Seguimos hablando de sexo?,Joey Tribbiani,1,2,1,10
"No, está bien, está bien, es que- mm- ¿no parece un poco enojada?",Ross Geller,1,2,2,1
"Bueno, ella tiene problemas.",Marsha,1,2,2,2
¿Ella?,Ross Geller,1,2,2,3
"¡Él está golpeando a otras mujeres en la cabeza con un garrote, mientras ella se sienta en casa tratando de quitar el olor a mastodonte de la alfombra!",Marsha,1,2,2,4
"Marsha, estos son habitantes de las cavernas. ¿Bueno? Tienen problemas como 'Vaya, ese glaciar se está acercando un poco'. ¿Ver?",Ross Geller,1,2,2,5
"Hablando de temas, ¿no es esa tu ex esposa?",Marsha,1,2,2,6
"(Carol, la ex esposa de Ross, entró detrás de ellos y está parada afuera de la exhibición.)",Scene Directions,1,2,2,7
No No,Ross Geller,1,2,2,8
"Sí, lo es. ¡Villancico! ¡Hola!",Marsha,1,2,2,9
"Vale, vale, sí, lo es. ¿Qué tal si te alcanzo en la Edad del Hielo?",Ross Geller,1,2,2,10
(Marsha extis y Ross le hacen señas a Carol para que entre a la exhibición.),Scene Directions,1,2,2,11
Hola.,Ross Geller,1,2,2,12
Entonces.,Carol Willick,1,2,2,13
Te ves genial. Yo... odio eso.,Ross Geller,1,2,2,14
Lo siento. Tú también te ves bien.,Carol Willick,1,2,2,15
"Ah, bueno, aquí, cualquiera que... se mantenga erguido... Entonces, ¿qué hay de nuevo? Aún así, eh...",Ross Geller,1,2,2,16
¿Una lesbiana?,Carol Willick,1,2,2,17
"Bueno... nunca se sabe. ¿Cómo está, um... cómo está la familia?",Ross Geller,1,2,2,18
"Marty todavía está totalmente paranoico. Ah, y, uh-",Carol Willick,1,2,2,19
"¿Por qué estás aquí, Carol?",Ross Geller,1,2,2,20
Estoy embarazada.,Carol Willick,1,2,2,21
¡¿Embarazada?!,Ross Geller,1,2,2,22
"Oh, creo que este es el episodio de Three's Company donde hay algún tipo de malentendido.",Chandler Bing,1,2,3,1
...¡Entonces ya he visto este!,Phoebe Buffay,1,2,3,2
¿Has terminado con eso?,Monica Geller,1,2,3,3
"Sí, lo siento, tragar me hizo más lento.",Joey Tribbiani,1,2,3,4
¿De quién es esta bolita de papel?,Monica Geller,1,2,3,5
"Oh, uh, ese sería mío. Mira, me escribí una nota y luego me di cuenta de que no la necesitaba, así que la hice una bola y... ...ahora desearía estar muerta.",Chandler Bing,1,2,3,6
(Mónica comienza a esponjar una almohada.),Scene Directions,1,2,3,7
"Ella ya acomodó esa almohada... Mónica, ya sabes, tú ya acomodaste esa... -¡pero está bien!",Phoebe Buffay,1,2,3,8
"Miren, lo siento muchachos, pero no quiero darles más municiones de las que ya tienen.",Monica Geller,1,2,3,9
"Sí, y todos sabemos lo cruel que puede ser un padre con la planitud de la almohada de un niño.",Chandler Bing,1,2,3,10
"monica- hola! Mónica, me estás asustando. Quiero decir, eres como, eres todo caótico y retorcido. Y no, no en el buen sentido.",Phoebe Buffay,1,2,3,11
"Sí, cálmate. No ves a Ross poniéndose caótico y retorcido cada vez que vienen.",Joey Tribbiani,1,2,3,12
"Eso es porque en lo que respecta a mis padres, Ross no puede equivocarse. Verás, él es el Príncipe. Al parecer tuvieron una gran ceremonia antes de que yo naciera.",Monica Geller,1,2,3,13
"¡Ew, ew, ew, ew ew ew ew ew!",Chandler Bing,1,2,3,14
¿Qué?,Monica Geller,1,2,3,15
¡El tipo feo y desnudo consiguió un Thighmaster!,Chandler Bing,1,2,3,16
¡Eaaaaa!,#ALL#,1,2,3,17
(Rachel sale de su habitación.),Scene Directions,1,2,3,18
¿Alguien ha visto mi anillo de compromiso?,Rachel Green,1,2,3,19
"Sí, es hermoso.",Phoebe Buffay,1,2,3,20
"Oh Dios, oh Dios, oh Dios oh Dios oh Dios oh Dios....",Rachel Green,1,2,3,21
"¡No, mira, no toques eso!",Phoebe Buffay,1,2,3,22
"Oh, como si no temiera lo suficiente el mañana, tener que devolvérselo... '¡Hola Barry! ¿Acuérdate de mí? ¡Soy la chica del velo que pisoteó tu corazón delante de toda tu familia!' Oh Dios y ahora voy a tener que devolver el anillo, sin el anillo, lo que lo hace mucho más difícil...",Rachel Green,1,2,3,23
"Tranquilo Rach, lo encontraremos. ¿No es así?",Monica Geller,1,2,3,24
¡Oh! ¡Sí!,,1,2,3,25
"Muy bien, ¿cuándo lo pusiste por última vez?",Joey Tribbiani,1,2,3,26
¡Doy! ¡Probablemente justo antes de que perdiera el control!,Phoebe Buffay,1,2,3,27
No hay muchos 'doy' estos días...,Chandler Bing,1,2,3,28
Sé que lo comí esta mañana y sé que lo comí cuando estaba en la cocina con...,Rachel Green,1,2,3,29
...¿Dina?,Chandler Bing,1,2,3,30
"Ohhhhh, no te enojes...",Rachel Green,1,2,3,31
No lo hiciste.,Monica Geller,1,2,3,32
"Oh, lo siento...",Rachel Green,1,2,3,33
¡Te di un trabajo!,Monica Geller,1,2,3,34
"¡Ah, pero mira qué rectos están esos fideos!",Rachel Green,1,2,3,35
"Ahora, Mónica, sabes que no es así como se busca un anillo de compromiso en una lasaña...",Chandler Bing,1,2,3,36
Yo simplemente... no puedo hacerlo.,Monica Geller,1,2,3,37
¿Chicos? Vamos a entrar.,Chandler Bing,1,2,3,38
"(Chandler, Joey y Phoebe comienzan a revolver la lasaña cuando alguien llama a la puerta y Mónica responde.)",Scene Directions,1,2,3,39
.....Hola.,Ross Geller,1,2,3,40
Guau. Ese no es un saludo feliz.,Monica Geller,1,2,3,41
Carol está embarazada.,Ross Geller,1,2,3,42
¡Oh! ¡Lo encontré!,Phoebe Buffay,1,2,3,43
W-w-wh-... qué-... w-w-w-...,Monica Geller,1,2,3,44
"Sí. Hazlo durante otras dos horas, es posible que estés donde estoy ahora.",Ross Geller,1,2,3,45
"Eso pone todo ese asunto de la almohada en perspectiva, ¿eh, Mon?",Chandler Bing,1,2,3,46
"Bueno, ¿cómo encajas en todo este asunto?",Rachel Green,1,2,3,47
"Bueno, Carol dice que ella y Susan quieren que participe, pero si no me siento cómoda con eso, no tengo que involucrarme... básicamente, depende completamente de mí.",Ross Geller,1,2,3,48
¡Ella es tan genial! La extraño.,Phoebe Buffay,1,2,3,49
"¿Qué quiere decir con ""involucrado""?",Monica Geller,1,2,3,50
"Quiero decir, presumiblemente, la mayor parte de tu trabajo está hecho.",Chandler Bing,1,2,3,51
"De todos modos, quieren que vaya con ellos a esa ecografía mañana.",Ross Geller,1,2,3,52
"Entonces, ¿qué vas a hacer?",Rachel Green,1,2,3,53
"No tengo ni idea. Sin embargo, no importa lo que haga, seguiré siendo padre.",Ross Geller,1,2,3,54
(Joey comienza a comerse el resto de la lasaña y todos se giran y lo miran fijamente.),Scene Directions,1,2,3,55
".....Bueno, esto todavía está arruinado, ¿verdad?",Joey Tribbiani,1,2,3,56
"Oh, la hija de Martha Ludwin te llamará. ¡Mmm! ¿A qué sabe ese curry?",Judy Geller,1,2,4,1
Curry.,Monica Geller,1,2,4,2
¡Mmmm!,Judy Geller,1,2,4,3
"¡Creo que son geniales! Yo, realmente lo hago.",Ross Geller,1,2,4,4
"¿Recuerdas a los Ludwin? La grande tenía algo por ti, ¿no?",Ross Geller,1,2,4,5
Todos sentían algo por él.,Judy Geller,1,2,4,6
"Ay, mamá...",Ross Geller,1,2,4,7
"Lo siento, ¿por qué me va a llamar esta chica?",Monica Geller,1,2,4,8
"Oh, ella se acaba de graduar y quiere ser algo en cocina, o comida, o... No lo sé. De todos modos, le dije que tenías un restaurante-",Judy Geller,1,2,4,9
"No mamá, no tengo restaurante, trabajo en un restaurante.",Monica Geller,1,2,4,10
"Bueno, no tienen por qué saber eso...",Judy Geller,1,2,4,11
"Ross, ¿podrías venir a ayudarme con los espaguetis, por favor?",Monica Geller,1,2,4,12
Sí.,Ross Geller,1,2,4,13
"¡Oh, vamos a comer espaguetis! Eso es... fácil.",Judy Geller,1,2,4,14
"Sé que esto va a sonar increíblemente egoísta, pero, ¿planeabas sacar a relucir todo el asunto de bebé/lesbiana? Porque creo que podría quitarme algo de presión.",Monica Geller,1,2,4,15
"[Lapso de tiempo, ahora todos están comiendo.]",Scene Directions,1,2,4,16
"Lo que Rachel le hizo a su vida... Nos encontramos con sus padres en el club, no estaban jugando muy bien.",Judy Geller,1,2,4,17
No te voy a decir lo que gastaron en esa boda... ¡pero cuarenta mil dólares es mucho dinero!,Ross Geller,1,2,4,18
"Bueno, al menos tuvo la oportunidad de dejar a un hombre en el altar...",Judy Geller,1,2,4,19
¿Qué se supone que significa eso?,Monica Geller,1,2,4,20
¡Nada! Es una expresión.,Judy Geller,1,2,4,21
"No, no lo es.",Monica Geller,1,2,4,22
"No escuches a tu madre. ¡Eres independiente y siempre lo has sido! Incluso cuando eras niño... y eras gordito y no tenías amigos, ¡estabas bien! Y leerías solo en tu habitación, y tus rompecabezas...",Ross Geller,1,2,4,23
[Lapso de tiempo.],Scene Directions,1,2,4,24
"Mira, hay gente como Ross que necesita apuntar a las estrellas, con su museo y la publicación de sus artículos. Otras personas están satisfechas con quedarse donde están. Les aseguro que estas son las personas que nunca contraen cáncer.",Ross Geller,1,2,4,25
[Lapso de tiempo.],Scene Directions,1,2,4,26
"...Y leí sobre estas mujeres tratando de tenerlo todo, y doy gracias a Dios que 'Nuestra Pequeña Armónica' no parece tener ese problema.",Ross Geller,1,2,4,27
"Entonces, Ross, ¿qué te pasa? ¿Alguna historia? ¿No hay noticias, ni pequeñas anécdotas para compartir con la gente?",Monica Geller,1,2,4,28
"¡Bueno! Bueno. Miren, yo... me doy cuenta de que ustedes se han estado preguntando qué pasó exactamente entre Carol y yo, así que, bueno, este es el trato. Carol es lesbiana. Vive con una mujer llamada Susan. Está embarazada de mi hijo y ella y Susan van a criar al bebé.",Ross Geller,1,2,4,29
(Se produce un silencio de asombro.),Scene Directions,1,2,4,30
¡¿Y sabías de esto?!,Judy Geller,1,2,4,31
"Tus padres son realmente tan malos, ¿eh?",Joey Tribbiani,1,2,5,1
"Bueno, ya sabes, estas personas son profesionales. Saben lo que hacen, se toman su tiempo y hacen el trabajo.",Ross Geller,1,2,5,2
"Chico, sé que dicen que no puedes cambiar a tus padres,... chico, si pudieras... -Yo querría los tuyos.",Monica Geller,1,2,5,3
Debo orinar.,Ross Geller,1,2,5,4
"Ya sabes, es incluso peor cuando sois gemelos.",Phoebe Buffay,1,2,5,5
¿Sois gemelos?,Rachel Green,1,2,5,6
Sí. No hablamos. Ella es como este tipo de carrera motivada y de alto poder.,Phoebe Buffay,1,2,5,7
¿Qué hace ella?,Chandler Bing,1,2,5,8
Ella es camarera.,Phoebe Buffay,1,2,5,9
"Muy bien, chicos, tengo que limpiar ahora.",Rachel Green,1,2,5,10
"Chandler, eres hijo único, ¿verdad? No tienes nada de esto.",Monica Geller,1,2,5,11
"Bueno, no, aunque sí tenía un amigo imaginario, que... mis padres en realidad preferían.",Chandler Bing,1,2,5,12
"Las luces, por favor..",Rachel Green,1,2,5,13
(Joey apaga las luces y todos se van mientras Rachel comienza a limpiar. Ross entra desde el baño.),Scene Directions,1,2,5,14
... ¿Cuánto tiempo estuve allí?,Ross Geller,1,2,5,15
Sólo estoy limpiando.,Rachel Green,1,2,5,16
¿Necesitas... eh... necesitas ayuda?,Ross Geller,1,2,5,17
"Uh... ¡está bien, claro! ¡Gracias!",Rachel Green,1,2,5,18
"De todos modos... um... Entonces, ¿estás nervioso por Barry mañana?",Ross Geller,1,2,5,19
Oh... un poco...,Rachel Green,1,2,5,20
Mm-hmm..,Ross Geller,1,2,5,21
Mucho.,Rachel Green,1,2,5,22
Mmm.,Ross Geller,1,2,5,23
"Entonces, ¿tienes algún consejo? Ya sabes, ¿como alguien que ha sido abandonado recientemente?",Rachel Green,1,2,5,24
"Bueno, quizá quieras evitar la palabra ""abandonado"". Lo más probable es que sea esto, este caparazón roto de hombre, ya sabes, así que deberías tratar de no lucir demasiado genial, sé que será difícil. O, ya sabes, ¡eh, oye!, iré allí y le devolveré a Barry su anillo, y podrás ir con Carol y Susan al obstetra/ginecólogo...",Ross Geller,1,2,5,25
"Oh, mañana tienes a Carol... ¿Cuándo se volvió tan complicado?",Rachel Green,1,2,5,26
Me tienes.,Ross Geller,1,2,5,27
¿Recuerdas cuando estábamos juntos en la escuela secundaria?,Rachel Green,1,2,5,28
Sí.,Ross Geller,1,2,5,29
"Quiero decir, ¿no pensaste que conocerías a alguien, te enamorarías y eso sería todo? ¿Ross?",Rachel Green,1,2,5,30
"¡Sí, sí!",Ross Geller,1,2,5,31
"¡Oh! Hombre, nunca pensé que estaría aquí...",Rachel Green,1,2,5,32
Yo tampoco...,Ross Geller,1,2,5,33
"Perdón por llegar tarde, estaba atrapado en el trabajo. Había un gran dinosaurio... cosa... de todos modos.",Ross Geller,1,2,6,1
(Susan entra sosteniendo una bebida.),Scene Directions,1,2,6,2
Hola.,Susan Bunch,1,2,6,3
"Ross, ¿recuerdas a Susan?",Carol Willick,1,2,6,4
¿Cómo podría olvidar?,Ross Geller,1,2,6,5
Ross.,Susan Bunch,1,2,6,6
"Hola Susana. Buen batido. Buen batido. Entonces, ¿solo estamos esperando...?",Ross Geller,1,2,6,7
Doctor Oberman.,Carol Willick,1,2,6,8
..Dr. Oberman. Bueno. ¿Y él-,Ross Geller,1,2,6,9
Ella.,Susan Bunch,1,2,6,10
"-ella, por supuesto, ella- uh- ¿está familiarizada con nuestra... situación especial?",Ross Geller,1,2,6,11
"Sí, y ella es un gran apoyo.",Carol Willick,1,2,6,12
"Vale, eso es genial. No, yo soy... Oh.",Ross Geller,1,2,6,13
Gracias.,Carol Willick,1,2,6,14
"Cuac, cuac..",Ross Geller,1,2,6,15
¿Ross? Eso abre mi cuello uterino.,Carol Willick,1,2,6,16
¿Barry?,Rachel Green,1,2,7,1
"Vamos, adelante.",Barry Farber,1,2,7,2
¿Está seguro?,Rachel Green,1,2,7,3
"¡Sí! Está bien, está bien. Robbie estará aquí durante horas.",Barry Farber,1,2,7,4
¡¿Eh?!,Robbie,1,2,7,5
"Entonces, ¿cómo estás?",Barry Farber,1,2,7,6
Estoy- uh- Estoy bien... ¡Te ves genial!,Rachel Green,1,2,7,7
"Sí, bueno...",Barry Farber,1,2,7,8
"Dr. Farber, Jason Greenstein tiene arcadas.",Bernice,1,2,7,9
Estar ahí. Vuelvo en un segundo.,Barry Farber,1,2,7,10
"(Cuando Barry sale, Robbie mira a Rachel.)",Scene Directions,1,2,7,11
Lo dejé.,Rachel Green,1,2,7,12
Bueno.,Robbie,1,2,7,13
"Entonces, um- entonces, ¿cómo es esto? ¿Cómo va a funcionar esto? Ya sabes, ¿con nosotros? ¿Sabes cuándo hay que tomar decisiones importantes?",Ross Geller,1,2,8,1
Dame un 'por ejemplo'.,Carol Willick,1,2,8,2
"Bueno, no lo sé, vale, vale, ¿qué tal con el nombre del bebé?",Ross Geller,1,2,8,3
Marlon-,Carol Willick,1,2,8,4
¡¿Marlón?!,Ross Geller,1,2,8,5
"-si es niño, Minnie si es niña.",Carol Willick,1,2,8,6
...¿Como en Ratón?,Ross Geller,1,2,8,7
Como en mi abuela.,Carol Willick,1,2,8,8
"Aun así, dices Minnie, oyes a Mouse. Um, ¿qué tal, um... qué tal Julia?",Ross Geller,1,2,8,9
Julia..,Carol Willick,1,2,8,10
Estuvimos de acuerdo con Minnie.,Susan Bunch,1,2,8,11
"Es curioso, um, uh, acordamos que pasaríamos el resto de nuestras vidas juntos. Las cosas cambian, sigue los golpes. ¿Creo que Julia está sobre la mesa...?",Ross Geller,1,2,8,12
Lo lamento. Entonces. ¿Qué has estado haciendo?,Barry Farber,1,2,9,1
"Ah, no mucho. Conseguí un trabajo.",Rachel Green,1,2,9,2
"Oh, eso es genial.",Barry Farber,1,2,9,3
¿Por qué estás tan bronceado?,Rachel Green,1,2,9,4
"Oh, yo, uh... Fui a Aruba.",Barry Farber,1,2,9,5
"Oh, no. ¿Fuiste solo a nuestra luna de miel?",Rachel Green,1,2,9,6
"No. Fui con... Ahora, esto puede doler.",Barry Farber,1,2,9,7
¡¿A mí?!,Robbie,1,2,9,8
¡No! Fui con Mindy.,Barry Farber,1,2,9,9
"¡¿Mindy?! ¡¿Mi dama de honor, Mindy?!",Rachel Green,1,2,9,10
"Sí, bueno, ahora somos algo así.",Barry Farber,1,2,9,11
"¡Oh! Bueno, um... ¡Tienes enchufes!",Rachel Green,1,2,9,12
¡Cuidadoso! Aún no lo han tomado del todo.,Barry Farber,1,2,9,13
¡Y tienes lentes! ¡Pero odias meterte el dedo en el ojo!,Rachel Green,1,2,9,14
"No para ella. Escucha, realmente quería agradecerte.",Barry Farber,1,2,9,15
Está bien..,Rachel Green,1,2,9,16
"Mira, hace aproximadamente un mes, quería lastimarte. Más de lo que jamás he querido lastimar a nadie en mi vida. Y soy ortodoncista.",Barry Farber,1,2,9,17
Guau.,Rachel Green,1,2,9,18
"¿Sabes que tenías razón? Quiero decir, pensé que éramos felices. No estábamos contentos. Pero con Mindy ahora soy feliz. Escupir.",Barry Farber,1,2,9,19
¿Qué?,Rachel Green,1,2,9,20
A mí.,Robbie,1,2,9,21
"De todos modos, supongo que esto te pertenece. Y gracias por dármelo.",Rachel Green,1,2,9,22
"Bueno, gracias por devolvérmelo.",Barry Farber,1,2,9,23
